CANADA ENERGY REGULATOR - REGULATORY INSTRUMENTS REPORT - SEPTEMBER 2014 TO 30 SEPTEMBER 2019,,,,,,,,,,,,,,
File Number,"Regulatory 
Instrument 
Number",Issued To Company,"Board 
Item Identifier",,"Issued 
Date","Effective 
Date","Expire 
Date",Sunset Date,"Gic 
Approval 
Required","Sent To
Minister 
Date","Minister To 
Privy Council 
Office Date","Privy Council
Office Approval 
Number","Privy Council 
Office Approval 
Date","Reg Docs 
Number"
OF-EI-Oil-ST-D174 01,ROE-147-2017,DeerGarden Resources Ltd,170308.1,3/8/2017,3/8/2017,3/9/2017,12/31/2018,,No,,,,,A82006
OF-EI-Oil-ST-M728 01,ROE-148-2017,Motiva Enterprises LLC,170308.2,3/8/2017,3/8/2017,3/9/2017,12/31/2017,,No,,,,,A82007
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-2-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-1-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-3-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-4-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-5-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-6-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-7-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-8-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-9-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-10-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-11-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-12-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-13-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-14-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-15-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-16-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-17-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-18-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-19-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-20-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-21-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-22-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-23-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-24-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-25-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-26-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-27-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-28-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-29-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-30-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-31-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-32-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Fac-Gas-F102-2012-01 02,RO-NP-EXG-33-82,Foothills Pipe Lines (Alberta) Ltd.,170303.1,3/3/2017,3/4/2017,3/3/2017,,,No,,,,,A81974
OF-Surv-Gen-T217 01,Letter,Trans-Northern Pipelines Inc.,170213.5,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,
OF-Fac-Gas-N081-2016-03 01,Letter,NOVA Gas Transmission Ltd.,170303.2,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,A81969
OF-Fac-Gas-P774-2016-02 01,AO-002-XO-6-79,Plains Midstream Empress Management ULC,161213.5,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,A81963
OF-Fac-Gas-P774-2016-02 01,AO-002-XG-P275-015-2011,Plains Midstream Empress Management ULC,161213.5,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,A81963
OF-Fac-Gas-P774-2016-02 01,AO-002-XG-P275-006-2016,Plains Midstream Empress Management ULC,161213.5,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,A81963
OF-Fac-Gas-P774-2016-02 01,AO-002-XO-3-87,Plains Midstream Empress Management ULC,161213.5,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,A81963
OF-Fac-Gas-P774-2016-02 01,AO-002-XG-S380-007-2016,Plains Midstream Empress Management ULC,161213.5,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,A81963
OF-Fac-Gas-P774-2016-02 01,AO-001-MO-016-2016,Plains Midstream Empress Management ULC,161213.5,3/3/2017,3/3/2017,3/3/2017,,,No,,,,,A81963
OF-Fac-Oil-K077-2016-03 01,AO-001-MO-055-2016,Kinder Morgan Cochin ULC,170302.1,3/2/2017,3/2/2017,3/2/2017,,,No,,,,,A81958
OF-Fac-Oil-K077-2016-04 01,AO-001-XO-K077-016-2016,Kinder Morgan Cochin ULC,170302.1,3/2/2017,3/2/2017,3/2/2017,,,No,,,,,A81958
OF-Fac-Oil-K077-2017-01 01,MO-013-2017,Kinder Morgan Cochin ULC,170302.2,3/2/2017,3/2/2017,3/2/2017,,,No,,,,,A81957
OF-Surv-Gen-DIO 01,Letter,National Energy Board,170228.3,2/28/2017,2/28/2017,2/28/2017,,,No,,,,,
OF-EI-Gas-GO-P105 01,GO-024-2017,Portland General Electric Company,170228.1,2/28/2017,2/28/2017,5/7/2017,5/6/2019,,No,,,,,A81900
OF-Fac-Gas-N081-2014-20 02,GPLO-N081-007-2017,NOVA Gas Transmission Ltd.,170228.4,2/28/2017,2/28/2017,2/28/2017,,,No,,,,,A81901
OF-Fac-Gas-N081-2014-20 04,Letter,NOVA Gas Transmission Ltd.,170228.2,2/28/2017,2/28/2017,2/28/2017,,,No,,,,,A81899
OF-Fac-Oil-T260-2013-03 12,AO-001-OC-064,Trans Mountain Pipeline ULC,,12/15/2017,2/28/2017,5/22/2018,,,Yes,3/16/2018,5/14/2018,2018549,5/14/2018,"A90246, A92054"
OF-Fac-Gas-N081-2014-15 01,GPMO-N081-004-2017,NOVA Gas Transmission Ltd.,170227.4,2/27/2017,2/27/2017,2/27/2017,,,No,,,,,A81867
OF-Fac-Gas-A174-2016-01 01,ZO-A174-001-2017,"AltaGas Holdings Inc. for and 
on behalf of AltaGas Pipeline Partnership",,2/14/2017,2/27/2017,2/27/2017,2/27/2018,,No,,,,,A81866
OF-Tolls-Group1-A159-2017-01 01,Letter,Alliance Pipeline Ltd.,,2/27/2017,2/27/2017,2/20/2017,,,No,,,,,A81865
OF-Surv-NOC-2013 23,Letter,Enbridge Pipelines Inc.,170227.2,2/27/2017,2/27/2017,2/27/2017,,,No,,,,,
OF-Tolls-TollsGen 10,Letter,Multi Client,170206.2,2/9/2017,2/24/2017,2/24/2017,,,No,,,,,
OF-Fac-Gas-W102-2015-20 01,AO-001-XG-W102-008-2016,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",170224.2,2/24/2017,2/24/2017,2/24/2017,,4/1/2018,No,,,,,A81851
OF-EI-Elec-B244-2016-01 01,EPE-422,Bruce Power Inc.,170224.1,2/24/2017,2/24/2017,3/28/2017,3/27/2027,,No,,,,,A81849
OF-EI-Gas-GO-F152 01,GO-022-2017,Freepoint Commodities LLC,170223.2,2/23/2017,2/23/2017,4/27/2017,4/26/2019,,No,,,,,A81836
OF-EI-Gas-GO-F152 01,GO-023-2017,Freepoint Commodities LLC,170223.2,2/23/2017,2/23/2017,4/27/2017,4/26/2019,,No,,,,,A81836
OF-EI-Gas-GOL-H138 01,GOL-001-2017,Hartree Partners LP,170223.1,2/23/2017,2/23/2017,3/9/2017,3/8/2019,,No,,,,,A81832
OF-Surv-OpAud-W102-2016-2017 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",,2/23/2017,2/23/2017,2/23/2017,,,No,,,,,
OF-Surv-OpAud-A159-2014-2015 01,Letter,Alliance Pipeline Ltd.,,2/23/2017,2/23/2017,2/23/2017,,,No,,,,,
OF-Fac-Gas-N081-2015-23 01,AO-008-GC-113,NOVA Gas Transmission Ltd.,160404.1,4/4/2016,2/22/2017,2/22/2017,,,Yes,5/6/2016,5/6/2016,PC 2017-88,2/3/2017,A81814
OF-Fac-Gas-N081-2014-20 04,Letter,NOVA Gas Transmission Ltd.,170222.2,2/22/2017,2/22/2017,2/22/2017,,,No,,,,,A81815
OF-Fac-Gas-W102-2017-02 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",170222.1,2/22/2017,2/22/2017,2/22/2017,,,No,,,,,A81810
OF-Fac-Oil-T260-2017-03 01,Letter,Trans Mountain Pipeline ULC,,2/22/2017,2/22/2017,2/22/2017,,,No,,,,,A81807
OF-EI-Gas-GO-C917 01,GO-020-2017,Citigroup Energy Canada ULC,170221.4,2/21/2017,2/21/2017,3/23/2017,3/22/2019,,No,,,,,A81803
OF-EI-Gas-GO-C917 01,GO-021-2017,Citigroup Energy Canada ULC,170221.4,2/21/2017,2/21/2017,3/23/2017,3/22/2019,,No,,,,,A81803
OF-Fac-Gas-S383-2016-01 01,MO-005-2017,Spectra Energy Midstream Canada Partner Corporation,170217.5,2/21/2017,2/21/2017,2/21/2017,,2/21/2018,No,,,,,A81793
OF-Fac-Gas-S383-2016-01 01,MO-006-2017,Spectra Energy Midstream Canada Partner Corporation,170217.5,2/21/2017,2/21/2017,2/21/2017,,2/21/2018,No,,,,,A81793
OF-Fac-Gas-S383-2016-02 01,MO-007-2017,Spectra Energy Midstream Canada Partner Corporation,170217.6,2/21/2017,2/21/2017,2/21/2017,,5/22/2017,No,,,,,A81794
OF-Fac-Gas-S383-2016-02 01,MO-008-2017,Spectra Energy Midstream Canada Partner Corporation,170217.6,2/21/2017,2/21/2017,2/21/2017,,5/22/2017,No,,,,,A81794
OF-Fac-Oil-T260-2016-02 01,MO-010-2017,Trans Mountain Pipeline ULC,170221.2,2/21/2017,2/21/2017,2/21/2017,,2/21/2018,No,,,,,A81800
OF-Fac-Oil-T260-2016-02 01,MO-011-2017,Trans Mountain Pipeline ULC,170221.2,2/21/2017,2/21/2017,2/21/2017,,2/21/2018,No,,,,,A81800
OF-Fac-Oil-E101-2017-02 01,MO-009-2017,Enbridge Pipelines Inc.,170221.1,2/21/2017,2/21/2017,2/21/2017,,2/21/2018,No,,,,,A81805
OF-EI-Gas-GO-H138 01,GO-018-2017,Hartree Partners LP,170217.7,2/17/2017,2/17/2017,3/9/2017,3/8/2019,,No,,,,,A81779
OF-EI-Gas-GO-H138 01,GO-019-2017,Hartree Partners LP,170217.7,2/17/2017,2/17/2017,3/9/2017,3/8/2019,,No,,,,,A81779
OF-EI-Elec-I151-2016-01 01,EPE-421,Independent Electricity System Operator,170217.2,2/17/2017,2/17/2017,3/1/2017,2/28/2027,,No,,,,,A81777
OF-Fac-Gas-N081-2014-18 04,GPMO-N081-003-2017,NOVA Gas Transmission Ltd.,170217.3,2/17/2017,2/17/2017,2/17/2017,,,No,,,,,A81780
OF-Fac-Gas-V047-2017-01 01,Letter,Veresen NGL Pipeline Inc.,170217.1,2/17/2017,2/17/2017,2/17/2017,,,No,,,,,A81776
OF-Fac-Gas-W102-2017-02 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",170217.4,2/17/2017,2/17/2017,2/17/2017,,,No,,,,,A81785
OF-EI-Gas-GO-C960 01,GO-016-2017,Castleton Commodities Merchant Trading L.P.,170216.1,2/16/2017,2/16/2017,3/7/2017,3/6/2019,,No,,,,,A81767
OF-EI-Gas-GO-C960 01,GO-017-2017,Castleton Commodities Merchant Trading L.P.,170216.1,2/16/2017,2/16/2017,3/7/2017,3/6/2019,,No,,,,,A81767
OF-Fac-Gas-N081-2014-20 02,GPLO-N081-006-2017,NOVA Gas Transmission Ltd.,170215.1,2/15/2017,2/15/2017,2/15/2017,,,No,,,,,A81750
OF-Fac-Oil-P123-2016-01 01,Letter,"Pouce CoupÇ Pipe Line Ltd. as agent and 
general partner of the Pembina North Limited Partnership",170215.3,2/15/2017,2/15/2017,2/15/2017,,,No,,,,,A81751
OF-Fac-Oil-E103-2016-01 01,MO-004-2017,"Enbridge Pipelines (Westspur) Inc., 
TEML Westspur Pipelines Limited",170215.2,2/15/2017,2/15/2017,2/15/2017,,2/15/2018,No,,,,,A81748
OF-Fac-IPL-M180-2016-02 01,Letter,"Manitoba Hydro-Electric Board - 
RÇgie de l'hydro-ÇlectricitÇ du Manitoba",170214.2,2/14/2017,2/14/2017,2/14/2017,,,No,,,,,A81731
OF-Tolls-Group1-W102-TFGen-Leg 03,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",170214.1,2/14/2017,2/14/2017,2/14/2017,,,No,,,,,A81733
OF-AF-ACE 01,Letter,National Energy Board,,2/13/2017,2/13/2017,2/13/2017,,,No,,,,,A81714
OF-Fac-Oil-E101-2016-04 02,AO-002-XO-E101-014-2016,Enbridge Pipelines Inc.,170213.3,2/13/2017,2/13/2017,2/13/2017,,,No,,,,,A81721
OF-Fac-Oil-E101-2016-05 01,AO-001-XO-E101-017-2016,Enbridge Pipelines Inc.,170213.4,2/13/2017,2/13/2017,2/13/2017,,,No,,,,,A81718
OF-EI-Elec-B256-2016-01 01,EPE-420,Brookfield Energy Marketing Inc. and/et Brookfield Energy Marketing Inc. as General Partner on behalf of/en tant que commanditÇ au nom de Brookfield Energy Marketing LP,170213.2,2/13/2017,2/13/2017,7/6/2017,7/5/2027,,No,,,,,A81715
OF-EI-Elec-N728-2017-01 01,AO-004-EPE-330,NextEra Energy Marketing LLC,170213.1,2/13/2017,2/13/2017,2/13/2017,11/4/2018,,No,,,,,A81717
OF-Fac-Gas-N081-2014-15 01,AO-002-XG-N081-008-2015,NOVA Gas Transmission Ltd.,170210.1,2/10/2017,2/10/2017,2/10/2017,,,No,,,,,A81699
OF-EI-Gas-GO-S312 01,GO-015-2017,NOVA Gas Transmission Ltd.,170209.6,2/9/2017,2/9/2017,2/9/2017,2/8/2019,,No,,,,,"A81684, A81696"
OF-EI-Gas-PB-ST-I164 01,RO-EPR-066-2017,Irving Oil Operations General Partner Limited on behalf of Irving Oil Commercial G.P.,170209.5,2/9/2017,2/9/2017,2/9/2017,2/9/2017,,No,,,,,A81683
OF-EI-Gas-PB-ST-I164 01,RO-EBU-050-2017,Irving Oil Operations General Partner Limited on behalf of Irving Oil Commercial G.P.,170209.5,2/9/2017,2/9/2017,2/9/2017,2/9/2017,,No,,,,,A81683
OF-Fac-Gas-N081-2014-20 02,GPLO-N081-004-2017,NOVA Gas Transmission Ltd.,170209.3,2/9/2017,2/9/2017,2/9/2017,,,No,,,,,A81689
OF-Fac-Gas-N081-2014-20 02,GPLO-N081-005-2017,NOVA Gas Transmission Ltd.,170209.4,2/9/2017,2/9/2017,2/9/2017,,,No,,,,,A81687
OF-Fac-Gas-N081-2014-20 02,GPLO-N081-001-2017,NOVA Gas Transmission Ltd.,170209.1,2/9/2017,2/9/2017,2/9/2017,,,No,,,,,A81690
OF-Fac-Oil-E101-2016-04 02,GPLO-N081-003-2017,NOVA Gas Transmission Ltd.,170209.2,2/9/2017,2/9/2017,2/9/2017,,,No,,,,,A81685
OF-Fac-Gas-C965-2016-02 01,Letter,ConocoPhillips Canada Operations Ltd.,,2/8/2017,2/8/2017,2/8/2017,,,No,,,,,A81675
OF-Fac-Oil-T260-2017-01 01,Letter,Trans Mountain Pipeline ULC,,2/8/2017,2/8/2017,2/8/2017,,,No,,,,,A81670
OF-Fac-Gas-T211-2015-04 01,AO-003-XG-T211-043-2015,TransCanada PipeLines Limited,170207.2,2/7/2017,2/7/2017,2/7/2017,,,No,,,,,A81660
OF-Fac-Oil-P384-2015-02 01,OPSO-P384-001-2017,Plains Midstream Canada ULC,170207.3,2/7/2017,2/7/2017,2/7/2017,,,No,,,,,A81659
OF-Tolls-Group1-T201-2016-02 01,TG-001-2017,Trans QuÇbec and Maritimes Pipeline Inc.,170206.1,2/6/2017,2/6/2017,2/6/2017,,,No,,,,,A81646
OF-Fac-Gas-W102-2017-01 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",170207.1,2/6/2017,2/6/2017,2/6/2017,,,No,,,,,A81662
OF-Fac-Oil-T260-2017-10 01,Letter,Trans Mountain Pipeline ULC,,2/5/2017,2/5/2017,2/5/2017,,,No,,,,,A89798
OF-EI-Gas-GO-E115 01,RO-GO-019-2016,Emera Energy Inc.,170203.1,2/3/2017,2/3/2017,2/3/2017,,,No,,,,,A81627
OF-EI-Gas-GO-E115 01,RO-GO-120-2016,Emera Energy Inc.,170203.1,2/3/2017,2/3/2017,2/3/2017,,,No,,,,,A81627
OF-Fac-Oil-D128-2011-01 01,Letter,"Dome NGL Pipeline Ltd., Plains Midstream Canada ULC",,2/3/2017,2/3/2017,2/3/2017,,,No,,,,,A81636
OF-Surv-CA-T260 01,MO-012-2017,Trans Mountain Pipeline ULC,,2/3/2017,2/3/2017,2/3/2017,2/3/2019,,No,,,,,
OF-Fac-Gas-S839-2016-01 01,Letter,SanLing Energy Ltd.,170203.4,2/3/2017,2/3/2017,2/3/2017,,,No,,,,,A81631
OF-Fac-Gas-N081-2016-10 01,MO-003-2017,NOVA Gas Transmission Ltd.,170203.3,2/3/2017,2/3/2017,2/3/2017,,2/3/2018,No,,,,,A81638
Ad-GA-ActsLeg-Fed-NEBA 01,Letter,National Energy Board,170203.5,2/3/2017,2/3/2017,2/3/2017,,,No,,,,,
OF-Tolls-Group1-A159-2017-01 01,Letter,Alliance Pipeline Ltd.,170203.2,2/3/2017,2/3/2017,2/3/2017,,,No,,,,,A81629
OF-EI-Gas-PB-ST-I160 01,EPR-070-2017,Irving Oil Commercial G.P.,170202.6,2/2/2017,2/2/2017,2/2/2017,12/31/2017,,No,,,,,A81615
OF-EI-Gas-PB-ST-I160 01,EBU-054-2017,Irving Oil Commercial G.P.,170202.6,2/2/2017,2/2/2017,2/2/2017,12/31/2017,,No,,,,,A81615
OF-EI-Gas-GO-M725 01,GO-013-2017,Mercuria Commodities Canada Corporation,170202.3,2/2/2017,2/2/2017,3/25/2017,3/24/2019,,No,,,,,A81613
OF-EI-Gas-GO-M725 01,GO-014-2017,Mercuria Commodities Canada Corporation,170202.3,2/2/2017,2/2/2017,3/25/2017,3/24/2019,,No,,,,,A81613
OF-Fac-Gas-W102-2015-15 01,GPSO-W102-001-2017,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",170202.1,2/2/2017,2/2/2017,2/2/2017,,,No,,,,,A81614
OF-Fac-Gas-N081-2016-05 01,GPMO-N081-002-2017,NOVA Gas Transmission Ltd.,170202.2,2/2/2017,2/2/2017,2/2/2017,,,No,,,,,A81607
OF-Fac-Gas-C987-2016-02 01,AO-004-XG-M23-68-99,Caltex Resources Ltd.,170130.1,2/2/2017,2/2/2017,2/2/2017,,,No,,,,,A81611
OF-EI-Gas-GL-T308-2016-01 01,Letter,TUGLIQ Gaz Naturel QuÇbec Inc.,,2/1/2017,2/2/2017,2/2/2017,,,No,,,,,A81606
OF-Fac-Oil-E101-2014-11 03,Letter,Enbridge Pipelines Inc.,170202.4,2/2/2017,2/2/2017,2/2/2017,,,No,,,,,A81621
OF-EI-Gas-PB-ST-F161 01,EPR-069-2017,Freedom Propane LLC,170202.5,2/2/2017,2/2/2017,2/2/2017,12/31/2017,,No,,,,,A81618
OF-EI-Gas-PB-ST-F161 01,EBU-053-2017,Freedom Propane LLC,170202.5,2/2/2017,2/2/2017,2/2/2017,12/31/2017,,No,,,,,A81618
OF-EI-Gas-GO-S386 01,GO-011-2017,Shell Energy North America (Canada) Inc.,170201.1,2/1/2017,2/1/2017,2/27/2017,2/26/2019,,No,,,,,A81595
OF-EI-Gas-GO-S386 01,GO-012-2017,Shell Energy North America (Canada) Inc.,170201.1,2/1/2017,2/1/2017,2/27/2017,2/26/2019,,No,,,,,A81595
OF-Surv-CA-T211 02,Letter,TransCanada PipeLines Limited,,2/1/2017,2/1/2017,2/1/2017,,,No,,,,,
OF-EI-Gas-GO-S374 01,GO-010-2017,Sequent Energy Canada Corp.,170131.1,1/31/2017,1/31/2017,3/7/2017,3/6/2019,,No,,,,,A81566
OF-Gen 04,MO-002-2017,Multi Client,,12/1/2016,1/30/2017,12/1/2016,,,No,,,,,
OF-EI-Gas-GO-R154 01,GO-008-2017,Royal Bank of Canada - Banque Royale du Canada,170127.4,1/27/2017,1/27/2017,3/1/2017,2/28/2019,,No,,,,,A81525
OF-EI-Gas-GO-R154 01,GO-009-2017,Royal Bank of Canada - Banque Royale du Canada,170127.4,1/27/2017,1/27/2017,3/1/2017,2/28/2019,,No,,,,,A81525
OF-Fac-Gas-T211-2016-02 01,AO-001-XG-T211-019-2016,TransCanada PipeLines Limited,170127.3,1/27/2017,1/27/2017,1/27/2017,,,No,,,,,A81526
OF-EI-Elec-I151-2006-01 03,AO-003-EPE-289,Independent Electricity System Operator,170127.1,1/27/2017,1/27/2017,1/27/2017,2/28/2017,,No,,,,,A81512
OF-Surv-FIns-E101 2011,Letter,Enbridge Pipelines Inc.,170126.1,1/26/2017,1/26/2017,1/26/2017,,,No,,,,,
OF-Fac-Oil-E101-2015-09 02,XO-E101-001-2017,Enbridge Pipelines Inc.,,1/20/2017,1/26/2017,1/26/2017,,1/26/2018,No,,,,,
OF-Fac-Oil-E101-2015-09 02,MO-001-2017,Enbridge Pipelines Inc.,,1/20/2017,1/26/2017,1/26/2017,,,No,,,,,
OF-EI-Gas-GL-W157-2016-01 01,Letter,Woodfibre LNG Export Pte. Ltd.,,1/25/2017,1/26/2017,1/26/2017,,,No,,,,,A81478
OF-Fac-Gas-W102-2015-12 01,Letter,"Westcoast Energy Inc., carrying on business as 
Spectra Energy Transmission",170125.2,1/25/2017,1/25/2017,1/25/2017,,,No,,,,,A81460
OF-EI-Gas-GO-B274 01,GO-007-2017,"Big Apple Energy, LLC",170124.1,1/24/2017,1/24/2017,1/24/2017,1/23/2019,,No,,,,,A81429
OF-Tolls-Group1-T260-2016-02 01,PO-001-2017,Trans Mountain Pipeline ULC,,1/23/2017,1/24/2017,1/24/2017,,,No,,,,,A81439
OF-Tolls-Group2-P384-2016 01,AO-001-PO-002-RH-002-2016,Plains Midstream Canada ULC,,1/20/2017,1/20/2017,1/20/2017,,,No,,,,,A81397
OF-EI-Gas-GO-S297 01,GO-003-2017,Southern California Gas Company (SoCal),170119.1,1/19/2017,1/19/2017,2/1/2017,1/31/2019,,No,,,,,A81380
OF-EI-Gas-GO-S297 01,GO-004-2017,Southern California Gas Company (SoCal),170119.1,1/19/2017,1/19/2017,2/1/2017,1/31/2019,,No,,,,,A81380
OF-Fac-Gas-N081-2014-20 04,GPL-N081-001-2017,NOVA Gas Transmission Ltd.,170119.3,1/19/2017,1/19/2017,1/19/2017,,,No,,,,,A81383
OF-EI-Gas-GO-B267 01,GO-005-2017,"Bio-Urja Trading, LLC",170119.2,1/19/2017,1/19/2017,1/19/2017,1/18/2019,,No,,,,,A81376
OF-EI-Gas-GO-B267 01,GO-006-2017,"Bio-Urja Trading, LLC",170119.2,1/19/2017,1/19/2017,1/19/2017,1/18/2019,,No,,,,,A81376
OF-Fac-Gas-N081-2016-09 01,XG-N081-001-2017,NOVA Gas Transmission Ltd.,170117.1,1/17/2017,1/17/2017,1/17/2017,,1/18/2018,No,,,,,A81329
OF-EI-Gas-GO-N728 01,AO-001-GO-128-2015,NextEra Energy Marketing LLC,170117.2,1/17/2017,1/17/2017,1/17/2017,10/27/2017,,No,,,,,A81330
OF-EI-Gas-GO-N728 01,AO-001-GO-129-2015,NextEra Energy Marketing LLC,170117.2,1/17/2017,1/17/2017,1/17/2017,10/27/2017,,No,,,,,A81330
OF-EI-Gas-GOL-N728 01,AO-001-GOL-011-2016,NextEra Energy Marketing LLC,170117.3,1/17/2017,1/17/2017,1/17/2017,11/30/2018,,No,,,,,A81333
